query	target	evalue	bits	prob	alntmscore	qtmscore	ttmscore	lddt	qcov	tcov	qlen	tlen	batch
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-P51650-F1-model_v6	1.490E-18	480	1.000	7.027E-01	5.748E-01	5.982E-01	4.897E-01	0.912	0.839	546	523	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q738L2-F1-model_v6	3.130E-17	479	1.000	7.567E-01	6.177E-01	6.888E-01	5.181E-01	0.912	0.905	546	486	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q4ZM62-F1-model_v6	3.957E-18	479	1.000	7.182E-01	5.996E-01	6.627E-01	4.987E-01	0.929	0.918	546	490	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-B8M9K4-F1-model_v6	3.974E-19	479	1.000	6.800E-01	5.739E-01	6.046E-01	4.760E-01	0.927	0.880	546	515	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-O86447-F1-model_v6	4.701E-18	478	1.000	7.162E-01	6.101E-01	6.846E-01	4.999E-01	0.930	0.954	546	481	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q1GV29-F1-model_v6	9.921E-18	478	1.000	7.281E-01	5.948E-01	6.689E-01	5.090E-01	0.919	0.915	546	481	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q1ERI2-F1-model_v6	9.367E-18	478	1.000	7.276E-01	6.026E-01	6.527E-01	5.082E-01	0.929	0.892	546	501	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q7ZVB2-F1-model_v6	3.144E-18	478	1.000	7.090E-01	5.864E-01	6.270E-01	4.981E-01	0.930	0.878	546	508	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q8ES27-F1-model_v6	1.664E-17	476	1.000	7.363E-01	6.014E-01	6.703E-01	5.104E-01	0.912	0.905	546	486	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-B8DCT8-F1-model_v6	1.118E-18	476	1.000	7.003E-01	5.709E-01	6.333E-01	4.765E-01	0.912	0.898	546	488	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-A7X6R7-F1-model_v6	3.330E-18	476	1.000	7.240E-01	6.013E-01	6.354E-01	4.846E-01	0.921	0.870	546	514	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q5HL59-F1-model_v6	4.701E-18	476	1.000	7.276E-01	6.046E-01	6.387E-01	4.884E-01	0.921	0.870	546	514	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-P39634-F1-model_v6	6.606E-17	476	1.000	7.532E-01	6.200E-01	6.544E-01	5.313E-01	0.912	0.860	546	515	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q3IC91-F1-model_v6	1.254E-18	475	1.000	6.983E-01	5.810E-01	6.439E-01	4.788E-01	0.929	0.918	546	488	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q6L285-F1-model_v6	8.844E-18	475	1.000	7.280E-01	6.182E-01	6.796E-01	5.009E-01	0.940	0.931	546	493	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q80VQ0-F1-model_v6	1.322E-17	474	1.000	7.326E-01	6.145E-01	7.094E-01	5.044E-01	0.980	0.968	546	468	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-A5F529-F1-model_v6	1.051E-17	474	1.000	7.244E-01	5.978E-01	6.672E-01	5.034E-01	0.930	0.918	546	485	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-A8Z3F5-F1-model_v6	7.028E-18	474	1.000	7.287E-01	6.047E-01	6.393E-01	4.919E-01	0.921	0.870	546	514	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q6G6C0-F1-model_v6	1.483E-17	474	1.000	7.381E-01	6.118E-01	6.470E-01	5.033E-01	0.921	0.870	546	514	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-P63939-F1-model_v6	6.636E-18	474	1.000	7.281E-01	6.044E-01	6.388E-01	4.911E-01	0.921	0.870	546	514	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-B9F3B6-F1-model_v6	1.679E-19	474	1.000	6.769E-01	5.588E-01	5.761E-01	4.521E-01	0.921	0.839	546	527	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-P0A390-F1-model_v6	7.028E-18	473	1.000	7.119E-01	5.914E-01	6.625E-01	5.025E-01	0.929	0.928	546	483	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q92UV7-F1-model_v6	3.315E-17	473	1.000	7.533E-01	6.129E-01	6.842E-01	5.079E-01	0.914	0.903	546	485	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-A0REB5-F1-model_v6	4.680E-17	473	1.000	7.491E-01	6.211E-01	6.909E-01	5.201E-01	0.925	0.918	546	487	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-A0KN18-F1-model_v6	3.144E-18	473	1.000	7.052E-01	5.900E-01	6.530E-01	4.886E-01	0.932	0.922	546	489	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q9HK01-F1-model_v6	2.790E-17	473	1.000	7.424E-01	6.176E-01	6.800E-01	5.128E-01	0.930	0.913	546	493	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-A0A2I7G3B0-F1-model_v6	3.527E-18	473	1.000	7.060E-01	5.875E-01	6.391E-01	4.919E-01	0.929	0.900	546	499	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q08IC0-F1-model_v6	1.770E-18	473	1.000	6.896E-01	5.956E-01	6.176E-01	4.885E-01	0.923	0.890	546	525	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-O05619-F1-model_v6	2.217E-17	472	1.000	7.362E-01	6.064E-01	6.820E-01	5.082E-01	0.930	0.923	546	481	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q6HIK3-F1-model_v6	2.790E-17	472	1.000	7.443E-01	6.172E-01	6.863E-01	5.093E-01	0.925	0.918	546	487	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q65D00-F1-model_v6	5.273E-18	472	1.000	7.179E-01	5.975E-01	6.647E-01	4.886E-01	0.929	0.922	546	487	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q66I21-F1-model_v6	9.921E-18	472	1.000	7.082E-01	5.850E-01	6.508E-01	5.106E-01	0.914	0.916	546	487	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-F6IBC7-F1-model_v6	4.418E-17	472	1.000	7.526E-01	6.147E-01	6.222E-01	5.135E-01	0.927	0.816	546	539	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-A3PI00-F1-model_v6	4.680E-17	471	1.000	7.458E-01	6.132E-01	6.879E-01	5.181E-01	0.932	0.919	546	483	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q65IX1-F1-model_v6	5.250E-17	471	1.000	7.423E-01	6.041E-01	6.758E-01	5.236E-01	0.912	0.905	546	484	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-B1KDF2-F1-model_v6	1.578E-18	471	1.000	6.927E-01	5.777E-01	6.429E-01	4.801E-01	0.930	0.924	546	486	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q9ZPB7-F1-model_v6	1.977E-17	471	1.000	7.204E-01	6.061E-01	6.486E-01	5.151E-01	0.932	0.894	546	508	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-A6QK44-F1-model_v6	6.265E-18	470	1.000	7.238E-01	6.010E-01	6.353E-01	4.845E-01	0.921	0.870	546	514	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-B7NT31-F1-model_v6	1.055E-18	469	1.000	6.865E-01	5.715E-01	6.290E-01	4.720E-01	0.929	0.911	546	492	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q9ZAA1-F1-model_v6	5.273E-18	469	1.000	7.041E-01	5.904E-01	6.335E-01	4.919E-01	0.925	0.893	546	506	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q2FDV3-F1-model_v6	1.179E-17	469	1.000	7.326E-01	6.082E-01	6.431E-01	4.903E-01	0.921	0.870	546	514	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q2YWA6-F1-model_v6	7.028E-18	469	1.000	7.246E-01	6.016E-01	6.358E-01	4.853E-01	0.921	0.870	546	514	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-P25553-F1-model_v6	1.051E-17	468	1.000	7.282E-01	5.910E-01	6.667E-01	4.895E-01	0.912	0.910	546	479	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-J3QMK6-F1-model_v6	8.350E-18	468	1.000	7.184E-01	6.091E-01	6.878E-01	4.899E-01	0.963	0.956	546	479	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q7NXX7-F1-model_v6	8.844E-18	468	1.000	7.081E-01	5.914E-01	6.584E-01	4.987E-01	0.932	0.926	546	486	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q4V1F6-F1-model_v6	4.172E-17	468	1.000	7.452E-01	6.172E-01	6.867E-01	5.097E-01	0.925	0.918	546	487	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q7UCI7-F1-model_v6	7.444E-18	468	1.000	7.094E-01	5.899E-01	6.496E-01	4.947E-01	0.929	0.911	546	492	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q6GDP4-F1-model_v6	1.113E-17	468	1.000	7.305E-01	6.063E-01	6.413E-01	4.890E-01	0.921	0.870	546	514	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-A7BJC4-F1-model_v6	1.328E-18	467	1.000	6.881E-01	5.740E-01	6.376E-01	4.705E-01	0.929	0.922	546	487	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-A4SK35-F1-model_v6	4.191E-18	467	1.000	6.984E-01	5.842E-01	6.459E-01	4.868E-01	0.930	0.920	546	489	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q19A30-F1-model_v6	5.915E-18	467	1.000	6.991E-01	5.791E-01	6.217E-01	4.942E-01	0.930	0.883	546	505	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q9ZA11-F1-model_v6	5.273E-18	466	1.000	7.044E-01	5.924E-01	6.351E-01	4.868E-01	0.927	0.895	546	506	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q07536-F1-model_v6	9.876E-17	466	1.000	7.362E-01	6.218E-01	6.313E-01	5.322E-01	0.929	0.851	546	537	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-P51649-2-F1-model_v6	2.646E-18	466	1.000	6.929E-01	5.813E-01	5.795E-01	4.790E-01	0.912	0.825	546	548	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q9KNW4-F1-model_v6	2.217E-17	465	1.000	7.236E-01	5.966E-01	6.665E-01	5.029E-01	0.930	0.918	546	485	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q81QB6-F1-model_v6	1.046E-16	465	1.000	7.503E-01	6.210E-01	6.912E-01	5.210E-01	0.925	0.918	546	487	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q5WKZ1-F1-model_v6	1.322E-17	465	1.000	7.244E-01	6.029E-01	6.654E-01	4.895E-01	0.929	0.914	546	491	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-A5IVY0-F1-model_v6	9.921E-18	465	1.000	7.237E-01	6.008E-01	6.351E-01	4.840E-01	0.921	0.870	546	514	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q2FV67-F1-model_v6	1.571E-17	465	1.000	7.288E-01	6.048E-01	6.393E-01	4.918E-01	0.921	0.870	546	514	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-P76149-F1-model_v6	3.719E-17	464	1.000	7.451E-01	6.070E-01	7.079E-01	4.983E-01	0.921	0.948	546	462	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-A4IPF5-F1-model_v6	8.313E-17	464	1.000	7.516E-01	6.134E-01	6.878E-01	5.118E-01	0.912	0.911	546	483	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q12JA9-F1-model_v6	1.051E-17	464	1.000	7.082E-01	5.889E-01	6.565E-01	4.938E-01	0.930	0.924	546	486	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q8EMV4-F1-model_v6	2.349E-17	464	1.000	7.242E-01	5.993E-01	6.679E-01	5.008E-01	0.923	0.918	546	486	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q7KW39-2-F1-model_v6	4.172E-17	464	1.000	7.197E-01	6.157E-01	6.551E-01	5.182E-01	0.930	0.906	546	511	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q5XI42-F1-model_v6	1.051E-17	463	1.000	7.138E-01	6.008E-01	6.927E-01	4.880E-01	0.982	0.970	546	468	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q5E2G9-F1-model_v6	1.483E-17	463	1.000	7.212E-01	5.963E-01	6.649E-01	4.907E-01	0.930	0.918	546	485	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-B5YQ33-F1-model_v6	8.844E-18	463	1.000	7.059E-01	5.873E-01	6.465E-01	4.911E-01	0.929	0.911	546	492	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q5HCZ6-F1-model_v6	1.322E-17	463	1.000	7.244E-01	6.014E-01	6.357E-01	4.852E-01	0.921	0.870	546	514	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q5L3K8-F1-model_v6	7.410E-17	463	1.000	7.464E-01	6.134E-01	6.474E-01	5.113E-01	0.912	0.860	546	515	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-A9VRG6-F1-model_v6	3.939E-17	463	1.000	7.386E-01	6.139E-01	6.482E-01	5.010E-01	0.921	0.870	546	515	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-P52713-F1-model_v6	8.804E-17	463	1.000	7.366E-01	6.189E-01	6.444E-01	5.210E-01	0.932	0.868	546	523	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-P0DPF0-F1-model_v6	1.564E-16	462	1.000	7.637E-01	6.103E-01	7.262E-01	5.137E-01	0.907	0.949	546	453	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-B0TU38-F1-model_v6	4.438E-18	462	1.000	6.938E-01	5.794E-01	6.443E-01	4.816E-01	0.930	0.924	546	486	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-B8EBC2-F1-model_v6	7.444E-18	462	1.000	6.993E-01	5.832E-01	6.485E-01	4.888E-01	0.930	0.924	546	486	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-A0KST2-F1-model_v6	7.444E-18	462	1.000	6.953E-01	5.794E-01	6.435E-01	4.908E-01	0.930	0.922	546	487	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-P55653-F1-model_v6	8.350E-18	462	1.000	7.140E-01	5.770E-01	6.368E-01	4.803E-01	0.910	0.886	546	491	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-B7L6M0-F1-model_v6	4.979E-18	462	1.000	6.925E-01	5.762E-01	6.343E-01	4.841E-01	0.929	0.911	546	492	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q7ADE6-F1-model_v6	1.179E-17	462	1.000	7.081E-01	5.889E-01	6.484E-01	4.934E-01	0.929	0.911	546	492	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q9US47-F1-model_v6	1.483E-17	462	1.000	7.092E-01	5.820E-01	6.338E-01	4.977E-01	0.916	0.886	546	498	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q9K5Z5-F1-model_v6	7.410E-17	462	1.000	7.438E-01	6.175E-01	6.519E-01	5.106E-01	0.921	0.870	546	515	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q802W2-F1-model_v6	1.051E-17	462	1.000	6.993E-01	5.785E-01	6.065E-01	4.974E-01	0.929	0.859	546	518	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q6A2H1-F1-model_v6	2.803E-18	462	1.000	6.983E-01	5.713E-01	5.816E-01	4.688E-01	0.912	0.821	546	535	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q1RB47-F1-model_v6	4.979E-18	461	1.000	6.918E-01	5.754E-01	6.337E-01	4.843E-01	0.929	0.911	546	492	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-P25795-F1-model_v6	2.338E-16	461	1.000	7.558E-01	6.304E-01	6.746E-01	5.276E-01	0.927	0.888	546	508	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q97U30-F1-model_v6	5.273E-18	461	1.000	6.933E-01	5.818E-01	6.203E-01	4.833E-01	0.929	0.886	546	509	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-C3L546-F1-model_v6	6.997E-17	461	1.000	7.425E-01	6.172E-01	6.515E-01	5.072E-01	0.921	0.870	546	515	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-C3PBP4-F1-model_v6	5.560E-17	461	1.000	7.356E-01	6.103E-01	6.446E-01	5.064E-01	0.921	0.870	546	515	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-B9IZZ7-F1-model_v6	1.866E-17	460	1.000	7.124E-01	5.827E-01	6.491E-01	4.953E-01	0.912	0.905	546	486	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-B7IUW8-F1-model_v6	4.418E-17	460	1.000	7.327E-01	6.092E-01	6.428E-01	5.016E-01	0.921	0.870	546	515	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q7QC84-F1-model_v6	2.790E-17	460	1.000	7.155E-01	6.092E-01	6.364E-01	5.034E-01	0.932	0.883	546	521	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-C3LRS7-F1-model_v6	3.939E-17	459	1.000	7.238E-01	5.973E-01	6.667E-01	5.026E-01	0.930	0.918	546	485	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-B7VLI4-F1-model_v6	2.349E-17	459	1.000	7.195E-01	5.960E-01	6.656E-01	4.936E-01	0.929	0.922	546	485	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-Q3IFT7-F1-model_v6	3.736E-18	459	1.000	6.932E-01	5.729E-01	6.335E-01	4.721E-01	0.929	0.908	546	489	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-B2U3C8-F1-model_v6	7.884E-18	459	1.000	6.951E-01	5.784E-01	6.367E-01	4.860E-01	0.929	0.911	546	492	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-A0A5C1REZ4-F1-model_v6	2.094E-17	459	1.000	7.137E-01	5.938E-01	6.524E-01	4.956E-01	0.930	0.909	546	494	batch001_barbun6h_20cpu
T1_Acidimicrobiia_bacterium__GCA_028357055.1_-_ASM2835705v1__JAOMVY010000017.1__10__2080302_3	AF-B7HSW8-F1-model_v6	8.804E-17	459	1.000	7.441E-01	6.185E-01	6.528E-01	5.063E-01	0.921	0.870	546	515	batch001_barbun6h_20cpu
