query	target	evalue	bits	prob	alntmscore	qtmscore	ttmscore	lddt	qcov	tcov	qlen	tlen	batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	4bmk-assembly1_B	4.794E-01	29	0.082	2.463E-01	1.284E-01	1.615E-01	2.566E-01	0.521	0.567	520	386	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	5v4v-assembly2_B	1.096E+00	29	0.082	3.700E-01	2.304E-01	2.795E-01	2.274E-01	0.513	0.736	520	397	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	5vvx-assembly1_A	5.977E-01	29	0.082	2.958E-01	2.308E-01	2.697E-01	2.391E-01	0.756	0.891	520	421	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	8d3o-assembly2_B	2.123E+00	29	0.082	4.665E-01	8.751E-02	1.016E-01	2.405E-01	0.121	0.140	520	437	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	8d3i-assembly1_A	2.797E+00	29	0.082	5.138E-01	9.318E-02	1.083E-01	2.405E-01	0.121	0.139	520	439	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	3lrk-assembly1_A	9.289E-01	29	0.082	3.641E-01	2.476E-01	2.737E-01	2.251E-01	0.592	0.668	520	452	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	7yjo-assembly1_B	9.289E-01	29	0.082	3.398E-01	1.417E-01	1.548E-01	2.331E-01	0.373	0.353	520	467	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	5kvi-assembly1_A	2.243E+00	29	0.082	4.772E-01	9.020E-02	9.692E-02	2.423E-01	0.121	0.127	520	479	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	2jiw-assembly1_A	1.612E+00	29	0.082	3.634E-01	2.858E-01	2.587E-01	2.657E-01	0.748	0.646	520	590	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	3zgb-assembly1_B-2	4.064E-01	29	0.082	2.923E-01	1.793E-01	1.169E-01	2.083E-01	0.490	0.328	520	915	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	3zge-assembly1_A	2.097E-01	29	0.082	2.488E-01	1.691E-01	1.085E-01	2.067E-01	0.596	0.331	520	916	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	8qtm-assembly1_B-3	4.537E-01	29	0.082	3.037E-01	1.826E-01	1.145E-01	2.134E-01	0.485	0.319	520	944	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	3m41-assembly1_A	9.815E-01	28	0.076	3.448E-01	1.707E-01	3.213E-01	2.238E-01	0.515	0.913	520	207	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	3ng3-assembly1_A	4.593E+00	28	0.076	5.402E-01	2.046E-01	4.056E-01	2.698E-01	0.394	0.694	520	219	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	3krs-assembly1_B	2.371E+00	28	0.076	4.331E-01	2.311E-01	4.139E-01	2.445E-01	0.515	0.944	520	249	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	3wqo-assembly1_B	2.647E+00	28	0.076	4.180E-01	1.488E-01	2.526E-01	2.674E-01	0.292	0.517	520	267	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	6ovx-assembly1_A	2.009E+00	28	0.076	3.784E-01	2.463E-01	3.679E-01	2.635E-01	0.613	0.960	520	299	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	5iob-assembly2_D	9.289E-01	28	0.076	3.079E-01	1.986E-01	2.800E-01	2.474E-01	0.538	0.953	520	316	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	4c6b-assembly1_A-2	2.009E+00	28	0.076	4.220E-01	1.788E-01	2.391E-01	2.346E-01	0.388	0.442	520	353	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	4e2d-assembly3_C	6.673E-01	28	0.076	3.239E-01	2.178E-01	2.714E-01	2.087E-01	0.548	0.886	520	377	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	7s3g-assembly1_A	2.919E-01	28	0.076	2.564E-01	1.641E-01	1.956E-01	2.048E-01	0.663	0.647	520	402	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	4m5p-assembly1_A-2	9.289E-01	28	0.076	3.504E-01	2.061E-01	2.495E-01	2.151E-01	0.483	0.691	520	404	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	8d3e-assembly1_B	2.647E+00	28	0.076	4.663E-01	8.820E-02	1.027E-01	2.423E-01	0.121	0.140	520	436	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	5msy-assembly2_B	1.366E+00	28	0.076	3.704E-01	1.535E-01	1.730E-01	2.372E-01	0.310	0.407	520	445	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	4qfu-assembly11_K	1.525E+00	28	0.076	3.814E-01	2.483E-01	2.698E-01	2.331E-01	0.554	0.661	520	463	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	6su2-assembly1_A	1.158E+00	28	0.076	3.327E-01	1.617E-01	1.675E-01	2.403E-01	0.410	0.398	520	498	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	2y2w-assembly2_F	5.656E-01	28	0.076	3.019E-01	2.032E-01	2.037E-01	2.040E-01	0.562	0.728	520	518	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	2chn-assembly1_A	1.293E+00	28	0.076	3.244E-01	3.027E-01	2.576E-01	2.658E-01	0.908	0.752	520	642	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	3zgb-assembly1_A-2	2.474E-01	28	0.076	2.474E-01	1.763E-01	1.133E-01	2.027E-01	0.637	0.353	520	920	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	8cj8-assembly1_B-3	5.066E-01	28	0.076	2.932E-01	1.777E-01	1.139E-01	2.102E-01	0.485	0.322	520	935	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	8qtm-assembly1_A-3	8.790E-01	28	0.076	3.337E-01	1.941E-01	1.206E-01	2.247E-01	0.485	0.322	520	935	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	8ojy-assembly2_C	5.977E-01	28	0.076	2.940E-01	1.767E-01	1.096E-01	2.165E-01	0.485	0.316	520	952	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	4tv5-assembly1_A	3.300E+00	27	0.069	4.492E-01	1.892E-01	3.488E-01	2.562E-01	0.394	0.727	520	245	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	7k4q-assembly1_A	2.009E+00	27	0.069	3.942E-01	2.378E-01	3.506E-01	2.438E-01	0.498	0.848	520	297	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	6sy9-assembly1_A	2.009E+00	27	0.069	3.958E-01	8.682E-02	1.318E-01	2.327E-01	0.142	0.231	520	307	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	5yli-assembly2_A	9.289E-01	27	0.069	3.389E-01	1.692E-01	2.509E-01	2.117E-01	0.383	0.926	520	309	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	8fum-assembly1_H	1.525E+00	27	0.069	3.435E-01	1.489E-01	1.962E-01	2.466E-01	0.362	0.459	520	364	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	3atz-assembly1_A	9.289E-01	27	0.069	3.198E-01	2.322E-01	2.952E-01	2.238E-01	0.619	0.962	520	368	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	4bmk-assembly1_A	6.673E-01	27	0.069	2.441E-01	1.280E-01	1.563E-01	2.525E-01	0.521	0.550	520	398	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	7x98-assembly2_D	8.790E-01	27	0.069	2.876E-01	1.220E-01	1.498E-01	2.389E-01	0.419	0.419	520	399	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	2oof-assembly1_A	1.612E+00	27	0.069	3.512E-01	2.246E-01	2.729E-01	2.453E-01	0.565	0.707	520	403	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	4df2-assembly1_A-2	1.224E+00	27	0.069	3.586E-01	2.168E-01	2.599E-01	2.118E-01	0.500	0.715	520	404	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	5tke-assembly1_B	6.673E-01	27	0.069	2.537E-01	1.990E-01	2.307E-01	2.520E-01	0.756	0.858	520	422	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	5miu-assembly1_A	2.505E+00	27	0.069	4.442E-01	8.666E-02	9.746E-02	2.302E-01	0.121	0.135	520	453	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	4qfu-assembly8_H	1.703E+00	27	0.069	3.795E-01	2.489E-01	2.723E-01	2.251E-01	0.554	0.657	520	461	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	2wzi-assembly1_B	1.037E+00	27	0.069	2.887E-01	2.704E-01	2.317E-01	2.507E-01	0.921	0.755	520	636	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	5fky-assembly2_B	1.902E+00	27	0.069	3.391E-01	2.696E-01	2.284E-01	2.643E-01	0.748	0.588	520	645	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	4bxc-assembly1_A	3.639E-01	27	0.069	2.431E-01	1.681E-01	1.074E-01	2.063E-01	0.615	0.332	520	929	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	8oje-assembly2_G-2	1.800E+00	27	0.069	3.663E-01	2.105E-01	1.338E-01	2.438E-01	0.485	0.323	520	932	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	5ahw-assembly2_D	7.543E+00	26	0.063	5.600E-01	1.001E-01	3.320E-01	2.792E-01	0.142	0.492	520	126	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	5dbu-assembly3_F	2.505E+00	26	0.063	3.874E-01	1.757E-01	3.357E-01	2.447E-01	0.360	0.814	520	210	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	2x1t-assembly1_A	7.543E+00	26	0.063	5.364E-01	2.702E-01	5.176E-01	3.022E-01	0.517	0.957	520	233	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	2vrc-assembly1_C	2.371E+00	26	0.063	3.587E-01	1.481E-01	2.267E-01	2.502E-01	0.354	0.470	520	285	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	7xs3-assembly2_B	1.525E+00	26	0.063	3.607E-01	2.048E-01	3.060E-01	2.146E-01	0.506	0.798	520	307	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	2ydx-assembly1_B	4.794E-01	26	0.063	2.569E-01	1.425E-01	2.061E-01	2.067E-01	0.450	0.827	520	312	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	1xyz-assembly2_B	2.009E+00	26	0.063	3.692E-01	1.386E-01	1.980E-01	2.381E-01	0.235	0.447	520	320	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	1oxv-assembly3_D	2.505E+00	26	0.063	4.438E-01	8.370E-02	1.167E-01	2.210E-01	0.112	0.156	520	353	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	3voi-assembly1_A	8.319E-01	26	0.063	2.686E-01	1.649E-01	2.180E-01	2.250E-01	0.627	0.750	520	360	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	2hs6-assembly1_A	1.612E+00	26	0.063	3.439E-01	2.427E-01	3.118E-01	2.304E-01	0.604	0.936	520	362	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	6onn-assembly2_B	3.260E-01	26	0.063	2.273E-01	1.430E-01	1.709E-01	2.083E-01	0.608	0.644	520	393	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	2jg2-assembly1_A	6.315E-01	26	0.063	2.249E-01	1.205E-01	1.447E-01	2.506E-01	0.523	0.553	520	398	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	3tjl-assembly1_A	1.612E+00	26	0.063	3.621E-01	2.117E-01	2.546E-01	2.199E-01	0.483	0.691	520	404	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	5vvv-assembly1_A	1.800E+00	26	0.063	3.110E-01	2.426E-01	2.855E-01	2.749E-01	0.756	0.892	520	416	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	8d3h-assembly1_A	3.487E+00	26	0.063	4.700E-01	8.787E-02	1.031E-01	2.404E-01	0.121	0.141	520	432	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	4bur-assembly1_A	4.593E+00	26	0.063	5.134E-01	9.313E-02	1.059E-01	2.401E-01	0.121	0.136	520	450	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	4qfu-assembly3_C	1.902E+00	26	0.063	3.779E-01	2.442E-01	2.691E-01	2.319E-01	0.554	0.658	520	459	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	2y2w-assembly1_C	7.873E-01	26	0.063	3.022E-01	2.134E-01	2.178E-01	2.097E-01	0.562	0.716	520	504	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	2y2w-assembly1_A	4.294E-01	26	0.063	2.711E-01	1.805E-01	1.839E-01	1.903E-01	0.540	0.687	520	505	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	5fky-assembly1_A	2.371E+00	26	0.063	3.527E-01	2.763E-01	2.347E-01	2.628E-01	0.748	0.592	520	644	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	7ou8-assembly1_BBB	2.123E+00	26	0.063	3.249E-01	2.565E-01	2.032E-01	2.632E-01	0.738	0.531	520	708	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	8ojy-assembly1_A	9.289E-01	26	0.063	3.135E-01	1.861E-01	1.169E-01	2.141E-01	0.485	0.322	520	935	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	3ng3-assembly1_B	4.114E+00	25	0.057	4.374E-01	2.236E-01	4.292E-01	2.531E-01	0.465	0.977	520	216	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	1tvp-assembly1_B	2.647E+00	25	0.057	3.825E-01	2.434E-01	3.619E-01	2.325E-01	0.519	0.986	520	291	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	4ast-assembly1_F	3.684E+00	25	0.057	3.953E-01	2.528E-01	3.836E-01	2.590E-01	0.625	0.960	520	303	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	7xjr-assembly1_A	1.444E+00	25	0.057	3.309E-01	2.183E-01	3.201E-01	2.108E-01	0.567	0.948	520	306	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	5ylh-assembly2_B	2.371E+00	25	0.057	3.722E-01	2.467E-01	3.590E-01	2.223E-01	0.563	0.990	520	309	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	3eb4-assembly1_A	4.114E+00	25	0.057	4.249E-01	2.338E-01	3.337E-01	2.536E-01	0.500	0.722	520	327	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	1cec-assembly1_A	7.138E+00	25	0.057	4.920E-01	1.837E-01	2.653E-01	2.850E-01	0.279	0.432	520	331	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	8qch-assembly10_H-3	2.371E+00	25	0.057	3.797E-01	2.175E-01	2.916E-01	2.264E-01	0.515	0.680	520	350	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	4a05-assembly1_A	2.009E+00	25	0.057	3.497E-01	2.037E-01	2.631E-01	2.298E-01	0.450	0.700	520	360	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	5kvh-assembly1_B	4.853E+00	25	0.057	4.991E-01	8.914E-02	1.034E-01	2.351E-01	0.121	0.139	520	438	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	4bur-assembly2_B	4.347E+00	25	0.057	4.709E-01	8.944E-02	1.013E-01	2.415E-01	0.121	0.136	520	450	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	5fs6-assembly2_B	5.128E+00	25	0.057	4.804E-01	8.988E-02	1.017E-01	2.457E-01	0.121	0.135	520	451	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	6hmk-assembly1_A	3.123E+00	25	0.057	3.858E-01	1.132E-01	1.159E-01	2.480E-01	0.206	0.202	520	506	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	5x3j-assembly1_A	6.673E-01	25	0.057	2.259E-01	1.638E-01	1.314E-01	2.351E-01	0.631	0.522	520	718	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	6dxu-assembly1_D	3.893E+00	25	0.057	4.065E-01	1.728E-01	1.211E-01	2.538E-01	0.365	0.218	520	800	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	5uj6-assembly1_A	5.419E+00	25	0.057	4.631E-01	1.541E-01	1.022E-01	2.608E-01	0.279	0.159	520	838	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	6lfc-assembly5_E	5.128E+00	24	0.051	4.850E-01	1.032E-01	2.630E-01	2.315E-01	0.158	0.511	520	176	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	3ndo-assembly1_B	4.347E+00	24	0.051	4.313E-01	2.297E-01	4.278E-01	2.382E-01	0.479	0.991	520	225	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	7pek-assembly2_C	8.422E+00	24	0.051	5.127E-01	2.709E-01	4.897E-01	2.948E-01	0.519	0.943	520	247	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	1o66-assembly1_B	4.853E+00	24	0.051	4.214E-01	2.261E-01	3.962E-01	2.601E-01	0.487	0.919	520	248	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	4yrb-assembly2_C	8.790E-01	24	0.051	2.474E-01	1.435E-01	2.230E-01	2.158E-01	0.517	0.859	520	249	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	4l4o-assembly1_A	3.893E+00	24	0.051	4.110E-01	2.460E-01	3.450E-01	2.377E-01	0.496	0.836	520	330	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	3vup-assembly2_B	7.873E-01	24	0.051	2.535E-01	1.704E-01	2.318E-01	1.991E-01	0.602	0.943	520	351	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	8qn9-assembly1_B	4.593E+00	24	0.051	4.004E-01	2.701E-01	3.551E-01	2.708E-01	0.588	0.919	520	360	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	6hg3-assembly1_A-2	2.797E+00	24	0.051	3.856E-01	1.808E-01	2.365E-01	2.181E-01	0.442	0.474	520	361	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	3euc-assembly1_A	8.790E-01	24	0.051	2.556E-01	1.271E-01	1.675E-01	2.206E-01	0.454	0.548	520	365	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	2hsa-assembly1_B	4.114E+00	24	0.051	3.976E-01	2.741E-01	3.474E-01	2.516E-01	0.594	0.933	520	374	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	2i1o-assembly1_A	3.684E+00	24	0.051	4.002E-01	1.823E-01	2.260E-01	2.350E-01	0.452	0.442	520	389	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	2w8t-assembly1_A-2	6.315E-01	24	0.051	2.055E-01	1.119E-01	1.342E-01	2.396E-01	0.512	0.534	520	397	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	2w8v-assembly1_A-2	1.037E+00	24	0.051	2.218E-01	1.161E-01	1.427E-01	2.661E-01	0.523	0.553	520	398	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	5vvt-assembly1_C	2.243E+00	24	0.051	3.024E-01	2.342E-01	2.715E-01	2.529E-01	0.756	0.868	520	423	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	5jcn-assembly1_A	3.300E+00	24	0.051	4.281E-01	6.665E-02	7.777E-02	2.066E-01	0.102	0.121	520	429	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	5jck-assembly1_A	1.366E+00	24	0.051	3.174E-01	7.549E-02	8.772E-02	1.983E-01	0.129	0.144	520	432	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	2y2w-assembly2_E	1.800E+00	24	0.051	3.489E-01	1.820E-01	1.823E-01	2.082E-01	0.415	0.574	520	519	smoke_batch
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	4bxc-assembly1_B	1.444E+00	24	0.051	3.118E-01	1.861E-01	1.187E-01	2.122E-01	0.485	0.324	520	929	smoke_batch
